whacking,1
bartok,1
"squeezing,1",1
barton,4
ii-era,1
fibrosis,2
stand-outs,1
sugarplums,1
"attachs,1",1
frewer,1
arrow,15
ingrid,2
"stance,5",1
"blaster,1",1
"stowe,1",1
"coat,9",1
"rocker,2",1
burial,3
unstimulated,1
telescope,2
hands-washing,1
"ironic,32",1
allah,2
"bits,21",1
allan,3
parasites,3
"read-along,1",1
"spyglass,2",1
"son,170",1
propoganda,1
1/20th,1
worn-out,1
`john,1
tricked,2
"drunkenness,1",1
"mancuso,1",1
"faithfulness,2",1
self-,4
`run,6
antiheroes,1
oprah,5
finklestein,1
"20somethings,1",1
indiscretion,1
couple's,3
"almost,451",1
mason,3
trains/rocky,1
encourage,5
"killers,30",1
adapt,3
"borrowers,7",1
"beings,25",1
dis-organized,1
outburst,1
"extensions,1",1
roderick,1
true-love,1
stamping,1
abbots,1
"public's,1",1
"paramedic,4",1
"notice-rather,1",1
beristain,1
"boxer's,1",1
"zinger,1",1
"pinto,1",1
corrects,1
"mistakenly,5",1
"act/speak,1",1
universally,3
silent,50
husbands,5
"liaison,4",1
"eight-year,1",1
"marvelous,28",1
grabthar's,2
"static,6",1
disturbed,13
"bin,3",1
competed,2
"kyzynski-style,1",1
loudness,1
chronic,4
"surprised,66",1
neurotically-charged,1
size,22
"songwriter,2",1
sure-handed,1
semi-dramatic,1
disfigured,3
damme's,5
"mom,27",1
stylistics,1
"b-,2",1
"mesmerize,1",1
megabytes,1
"idolize,1",1
"real-,1",1
27%,1
olds,2
renovated,1
service,36
forrester,4
spiers,2
"ex-pat,1",1
"helpless,11",1
"viola,4",1
reuben,3
best-written,1
needed,45
mind-boggling,1
master,95
predecessors,13
critter,5
feelin',2
genesis,1
weendigo,1
"clubs,11",1
"before--almost,1",1
"haddonfield,1",1
rewards,5
enthrall,1
"attempting,25",1
oingo,1
"tendancies,1",1
guinness's,1
14th,4
tugs,2
anti-hero's,1
sugiyana,1
"buckets,1",1
"loosely,12",1
"27,2",1
"`candyman',1",1
positively,6
ahmed,3
"shipped,3",1
"gentlewoman,2",1
"diction,1",1
"aplenty,1",1
"employ,11",1
"injury,5",1
idly,1
idle,10
responses,6
sheen,15
"payoffs,2",1
feeling,130
old-,1
oscar's,1
"counting,6",1
"goldenberg,1",1
"grows,46",1
"thorne,2",1
longs,5
"rock/warner,1",1
"revolving,3",1
spectrum,2
"phyllis,6",1
craven,29
"affections,7",1
bogan,1
"crowded,8",1
goodness,11
"hostage-holding,1",1
urinate,3
"infallible,2",1
"brigante,4",1
dozen,24
"munundating,1",1
affairs,12
"colored,4",1
wholesome,7
courier,7
"herc,1",1
"yielded,2",1
"grisly,7",1
"africans',2",1
"pete,18",1
30-something,1
"wojciech,1",1
racers,2
bale's,1
"capone's,2",1
"utter,21",1
"_boom_,1",1
workmates,2
inanimate,1
"`idle,1",1
"refuse,5",1
"mandible,1",1
shipments,1
"uncommon,3",1
"moaning,2",1
committing,8
"hollywood,274",1
caste,2
limitless,1
diminishing,2
vexing,1
cinematic,70
resonates,3
disjointed,7
"ibanez,2",1
mouth,47
"abetted,2",1
"gilbert's,3",1
resonated,1
"anastasia,15",1
"duguay,1",1
"outfit,6",1
"audience's,16",1
"1980,8",1
soon-to-be-marines,1
singer,66
murdered--forced,1
"crotch,3",1
"elgar,2",1
"talents,38",1
1987's,1
"legends,8",1
multiracial,1
sirens',1
retro-style,1
tech,5
fugitives,2
seemlessly,1
"berridge,1",1
"sacrifices,6",1
scream,145
ground-breaking,3
saying,80
"now-outdated,1",1
"troubling,4",1
"caged,2",1
"accomplishment,16",1
"jinn's,1",1
"toss,3",1
"numerous,51",1
ulcer,1
"john's,10",1
coordinators,1
tempted,5
cheaply,3
"boringly,1",1
hounded,2
"thorny,2",1
orleans,6
clicked,1
"bargaining,1",1
"absolutely,91",1
baby's,6
satellite-controlled,1
rico,29
early-warning,1
bliss,4
rick,27
rich,116
"gorier,1",1
"unspectacular,3",1
rice,13
"vista,1",1
rica,1
plate,5
remaning,1
"life-affirming,3",1
skipper's,1
plato,2
plath,1
"becky,3",1
platt,19
"losers,7",1
sciorra,3
altogether,18
chyron,1
droning,1
stoically,1
"complains,5",1
nicely,64
boarder,2
"freeman,29",1
"feel-the,1",1
"messages,16",1
patch,11
"heroes,45",1
"girl,189",1
contemplation,1
chocolat's,2
earthling,1
"marianne,6",1
boarded,2
"weirder,2",1
muddled,4
"eschewed,2",1
sure-deal,1
"affraid,2",1
heirloom,1
sensitivity,4
pinon,1
"coufax,2",1
"shell-game,1",1
optimism,9
profoundly,4
"remembered,32",1
"overdoes,1",1
"stud,4",1
"kelley,3",1
"statesmen,1",1
"witzky,1",1
48th,2
playfulness,2
lots,62
"codification,1",1
pitches,3
irs,1
"good-bye,2",1
"wang's,6",1
"busey,5",1
droves,1
xvi,2
"self-worth,4",1
"vips,1",1
flirting,9
"irks,1",1
ira,3
"synthesizer,1",1
double-crossing,5
vail's,1
ire,1
"litany,1",1
"activists,4",1
"downside,9",1
irate,2
extend,1
nature,116
"real-men',1",1
"one-notedom,1",1
lapping,1
"kkk,1",1
"skerritt,4",1
"castaways,1",1
extent,13
"recreations,1",1
crystals',1
tyranny,2
ers,1
benigness,1
"hammond,4",1
veer,3
voyeuristic,4
miyake,1
"embarrasses,2",1
incense,1
"erosion,1",1
"enterprise--commander,1",1
"fistful,2",1
"multi-layered,2",1
melinda,4
"sloth,1",1
transvestite,7
"-moderator],1",1
"disfiguring,1",1
fearlessly,1
eradicate,1
"terrorize,3",1
rehash,5
"flamenco,1",1
self-assuredness,2
maclaine,1
"unconventionally,1",1
"dorothy's,1",1
hairline,1
gypsies,1
"[1,1",1
charnel,2
basque,1
"sex-filled,1",1
surname,1
blonde,18
"burrough's,3",1
'nother,1
twinkle-toed,1
"garbageman's,1",1
underdone,1
milquetoast,2
"foolery,1",1
union,11
culp,1
"regretting,1",1
smash,10
renee's,1
studious,1
"indicating,2",1
.,33714
bothers,6
"travers,1",1
"traveling,20",1
much,1026
wyman,1
progenitor,2
"gitai's,1",1
fry,5
"hit-,1",1
law-suit,1
ocious,1
obese,1
retrospect,6
spit,3
arkin,3
"wordly,2",1
"cartoonishly,1",1
charleton,2
trunchbull,4
"screening,22",1
"enlivened,2",1
dave,17
yugoslavians,1
"yeshiva,1",1
"embezzling,1",1
crossover,2
spin,17
"gos,1",1
"virus,17",1
"uncaring,3",1
"rapper/composer,1",1
"amity,1",1
"learnt,1",1
"shields,3",1
"distinctive,9",1
"nuttiness,1",1
"unleashed,1",1
professionally,2
"reproduce,1",1
"re-appearance,1",1
"copywriters,1",1
misconstrued,2
"sze-man,1",1
"banalities,1",1
"condemned,3",1
"caper,6",1
"ryan/hanks,1",1
elaborate,31
adulterous,3
"indy,8",1
canoeing,1
ditching,2
"mischievous,5",1
verges,1
"victimized,1",1
lackies,1
"mastery,8",1
"mcglory,1",1
"volkswagen,1",1
"horrific,17",1
"knox,2",1
oxymoron,3
breakfast,10
hone,2
protovision,1
hong,47
"homeworld,3",1
inventively,1
"doubt,97",1
"crow's,1",1
jolting,2
remand,1
mummified,1
"`last,1",1
spews,2
split,20
"sufi,3",1
bond's,2
principals,7
memorias,3
"inebriated,1",1
"fine-,1",1
"ivy,2",1
"massage-therapist,1",1
boiled,3
effortlessly,21
marches,5
"dreading,1",1
frenchmen,1
"dracula's,1",1
vivien,1
torpedoes,1
"daring's,1",1
low-grade,1
marched,1
bible-thumper,1
boiler,22
"`hello,2",1
karate-chopping,1
"epsicokhan,1",1
"murch,1",1
nationally,1
"cockburn,2",1
"plastered,1",1
wcw,3
"characterized,6",1
"chief-of-stafff,1",1
brain-damage,1
"tibet's,1",1
"reaching,13",1
"den,3",1
academic,6
stillness,1
academia,2
goofing,1
"featuring,42",1
"suspenseful,37",1
"order,161",1
"cemetary,2",1
massaging,2
airplane-type,1
falstaff,1
gigolo,8
"factors,10",1
absurdities,2
murtaugh,2
"re-converge,1",1
"foods,2",1
homogeneity,1
half-starved,1
"wagner's,2",1
lasse,6
"regretful,2",1
portrayed,63
"loudmouth,1",1
nicholson's,6
hai,2
"darnell,1",1
"achieving,8",1
hal,2
ham,3
han,13
salutes,1
espouses,1
advancement,3
"toll,6",1
"railly,1",1
hay,1
mcnamara,1
"sf-movie,1",1
"romy's,1",1
beloved,40
mozart's,3
duffel,1
"joking,5",1
"incompleteness,1",1
burdick,2
hat,12
"naturally,39",1
"steamier,1",1
"roll,35",1
"stomping,2",1
"tolkin,1",1
"samantha/charly,1",1
"remixed,1",1
elders,3
survival,8
"salsa'd,1",1
"imbued,1",1
unequivocally,1
farrelly's,5
guinevere,5
indicative,1
"gym,5",1
levar,1
shadow,18
debuts,2
"confirm,2",1
sleuthing,1
"hailed,10",1
"yeardly,1",1
hot-as-hell,1
"wierdness,1",1
"roam,3",1
"par,20",1
alice,38
noteables,1
"westworld,1",1
festivities,1
interupts,1
sequels,35
over-stylized,1
smiths',1
"kampf,1",1
"willy,4",1
"comebacks,1",1
gads,1
"hoot,12",1
unabashedly,1
attorney,28
crowd,35
crowe,30
czech,4
mosques,1
furst's,2
crown,6
begin,94
"satine,5",1
captive,4
"dougherty,1",1
"presence,91",1
"octane,1",1
"suburban,11",1
billboard,2
"warrior,10",1
"shogun,1",1
cocaine,8
"broadcasted,1",1
"resignation,3",1
mctiernan's,2
denuto's,1
chabert,1
"working-class,4",1
inhuman,5
"tricked,2",1
"mean-tempered,1",1
plucked,2
"russians,12",1
"peacekeeper,1",1
deceiver's,1
surging,1
monogamy,3
completly,3
"unnoticed,5",1
"burstyn,6",1
"omnipresence,1",1
rooker,4
crow',1
"mistreated,2",1
"faint,2",1
"barbet,1",1
barcode,1
"hummingbird,1",1
eduard,2
"unexpected,40",1
"rables,2",1
life-or-death,1
"crackled,1",1
julia,59
starring,81
mediocrity,1
"niche,4",1
disdains,1
"distribution,8",1
"mea,1",1
stoker,1
caraciture,1
restlessness,1
spaceships,2
"overlooked,14",1
filmcritic,1
"cage,30",1
"stanton's,3",1
bicentennial,2
mussenden,1
"misadventures,5",1
"ex-patient,2",1
"bookstore,10",1
kilgore,6
"luedeke's,1",1
"bennington,1",1
much-shrouded-in-secrecy,1
"ammunition,1",1
"attire,4",1
"relocate,3",1
"mermaid,29",1
"incurring,1",1
"pot,12",1
maxwell,2
marshall,22
honeymoon,7
zallian's,1
beings,25
34-degree,1
marshals,2
"o'herlihy's,1",1
hallucinogenic,2
shoots,18
"schumacher,2",1
"stopover,1",1
despised,1
"wittiest,1",1
fabric,9
"crowed,1",1
"frustrated,14",1
suffice,16
"postlethwaite,1",1
tame,4
humorous,48
"roy's,1",1
grasping,3
despises,2
greatness,25
rapes,2
"boast,6",1
grooms,1
spurting,1
"scalise,1",1
"slobbered,1",1
hot-tempered,1
"mtv-style,1",1
"macfadyen,3",1
wahlberg's,3
celebrity-or,1
"mystics,2",1
ribisi's,1
"oswald,1",1
congratulations,2
humbled,2
"reminicent,1",1
else's,9
`pig,1
"under-developed,1",1
"gadgetry,1",1
smashes,4
"saville,1",1
break-up,1
humbler,1
nicest,2
"alleys,3",1
"ziyi,1",1
"battlestar,1",1
soldering,1
duet,3
"marxist,2",1
dues,1
"firebird,4",1
passenger,9
disgrace,3
spheeris,2
barrymore,29
minah,2
"newton,12",1
unnerve,1
"burned-out,1",1
"harmony,5",1
decapitation,2
"fails,41",1
"hitmen,7",1
"back-street,1",1
sympathy,27
triangles,3
minds',1
slurring,1
spacemusic,1
eventual,13
"offending,2",1
"ala,6",1
"stockard,4",1
"mclachlan,2",1
half-vampire,2
crowns,1
"textured,6",1
"melding,2",1
pasadena,1
role,485
brent,6
rolf,1
sunset,1
vegetative,1
elfman,14
wordlessly,3
roll,35
all-consuming,1
lars,5
"zilch,1",1
intend,6
slaves,20
"upper,26",1
"personify,1",1
slaver,1
transported,7
palme,2
"unnerved,2",1
much-admired,1
devon,8
palma,12
variable,3
"pacification,1",1
hawkes,1
explosions,26
loren,4
pyle's,1
"melodramatic,17",1
shootout,3
vastness,1
"cufflinks,1",1
"reptilian,3",1
mike's,11
"high-speed,1",1
"series',3",1
"einstein,7",1
"glamorize,1",1
overturned,3
miraculous,6
"et's,1",1
fairytale-like,1
"palantine's,1",1
cincinnati,2
post-vietnam,1
chain,25
whoever,5
proffessor,1
annoying',1
"eyewitness,1",1
"2-disc,2",1
tarsem,1
"corinthians,1",1
experiments,6
"sister,85",1
bandits,11
"morphin,1",1
brainchild,1
chair,20
ballet,7
malintentioned,1
pell,1
bitchie,1
freelance,1
crates,1
"strewn,2",1
underlining,2
"huddle,1",1
macho,13
tenacious,1
over-the-top,21
"aloof,3",1
jerk,13
tastefully,3
"wryly,2",1
"harker,2",1
choice,81
"puerile,1",1
embark,4
gloomy,10
ghostbusters,5
stays,23
exact,29
wellness,1
minute,40
"delia,1",1
"chipperly,1",1
"randle,1",1
"procedure,5",1
"mine-cart,1",1
"boogieman,3",1
"high-roller,1",1
masturbates,1
minnie,20
skewed,4
joyride,3
--crooked,1
"undesirable,1",1
"compares,4",1
skewer,1
"consuming,3",1
"vassili,2",1
gilliam-esque,1
"minimum,8",1
"addresses,14",1
"redeemed,2",1
xenophobe,1
stern's,2
trails,1
"smokes,4",1
copyrighted,1
"rejuvenates,1",1
"robinson,4",1
"z,10",1
heavyweight,5
long-suffering,5
comedically,2
ampbell's,1
"demonstrated,7",1
ogled,1
patient,32
"clock,6",1
"farmer,10",1
headset,1
"okay,56",1
lavishness,1
massironi,3
"irwin,3",1
mother-in-law's,2
antwerp,1
celebrated,5
"briefly,25",1
300,5
"contract,13",1
fantsy,1
celebrates,3
unintentionally,8
"ex-porn,1",1
drafted,4
"rotary,1",1
soundbite,1
oldies,1
"intersection,2",1
climbs,3
honour,7
gershon,5
topicality,1
"addictively,1",1
"neighbour,1",1
gladys,3
"journeyman,1",1
"mirror-panel,1",1
"curl,1",1
"drubbing,1",1
address,6
"obtuse,3",1
dwindling,2
"ovation',1",1
benson,6
insouciance,1
mafioso,5
annie,45
"brawn,1",1
accomplishes,8
dusty,4
impacted,1
title,143
cusack,44
"instructed,4",1
accomplished,30
irregulars,1
ill-fated,7
expressively,1
enrols,1
"boorman's,1",1
kasinsky,1
neary's,1
"meloncholy,1",1
"weakening,1",1
"posh,2",1
"typified,1",1
"marie,24",1
"disposing,1",1
"kaleidoscopic,1",1
"oft-dismissed,1",1
"invite,2",1
soul,55
54's,1
"idea,166",1
darnell,1
opposes,3
cocktail,2
working,106
goregeous,1
rollerblades,1
"employing,7",1
bowman's,1
"'see,1",1
vulcan-like,1
opposed,16
"leaps,14",1
"deviation,1",1
familar,3
"unbelievably,5",1
"politics,40",1
wonders',2
"otherwise,81",1
"counter-attack,1",1
assimilation,1
"badalucco,1",1
"optimum,1",1
"sip,1",1
thompson,11
"tati's,1",1
"communications,4",1
"unimpressive,1",1
"line's,2",1
riders,1
"offscreen,2",1
mauds,1
rebounding,1
story--,1
"scandals,4",1
"three-minute,1",1
"out-of-step,1",1
originally,40
abortion,8
americanised,1
detroit's,1
"commanding,25",1
"martin,97",1
harmonious,1
following,95
caution,7
less-than-savoury,1
"arrangement,3",1
"heavy-handed,9",1
admired,14
"riddle,1",1
"establishing,13",1
mirrors,4
stetson,1
spadowski's,1
"one-upped,1",1
locks,1
matzo,1
admires,3
admirer,2
"tao,1",1
listens,6
"felliniesque,1",1
"epics,7",1
"cronenbergto,1",1
underneath-,1
"bullworths,1",1
mullen=92s,1
bernie,3
"grease,24",1
vainly,1
"poignantly,1",1
"directing-wise,1",1
edouard,1
"hat,12",1
maude,6
beatnik,1
link-ups,1
"shoved,6",1
"impediment,3",1
"inarguably,1",1
"hitching,3",1
casualness,1
liverpool,1
"scenario,19",1
"punisher,1",1
mythos,2
convincingly,15
weaving's,1
fueled,3
meddled,1
"extents,1",1
well-produced,1
"recruited,6",1
"april,10",1
"garth's,1",1
brainless,7
egotistical,3
nineties,6
sensei,1
surfing,2
conscious,3
laurie's,1
every-man,1
thompson-based,1
inhabiting,4
nebbish,1
"edward,61",1
skirmish,1
"redford's,7",1
wolves,7
"well-crafted,7",1
pulled,37
manga,2
impactful,1
"postal,9",1
"molded,5",1
"curiously,9",1
mckean's,1
"invigorated,1",1
years,484
professors,3
"failure,23",1
episodes,26
"ballinagra,1",1
"documentaries,6",1
"drunkard,3",1
"offends,1",1
boy',1
overlord,1
slimeball,1
"jailterm,1",1
milked,3
jim,88
troubles,21
1-on-1,1
idol's,2
"cohort,2",1
practical-joking,1
"hits,59",1
jip,1
suspension,6
troubled,34
dead',6
no-brainer,4
"mirth,1",1
"broach,2",1
"unknowingly,4",1
modestly,2
"bask,1",1
civilian,4
"dolefully,1",1
"shaye,1",1
well-meant,1
lynchings,1
courageously,3
indigenous,1
year-,1
overpowering,3
drilling,1
sorted,2
framed,20
\,8
"partnerships,1",1
harasses,2
"tennis,2",1
"continued,11",1
materialized,2
didn,1
didi,1
public-domain,1
"guzman,3",1
"avert,1",1
fisherman,3
dignified,4
battleships,1
leia's,1
quartet,5
"bigalow,8",1
coalwood's,1
retrieve,11
"wolf-beiderman's,1",1
porky's,1
"well-used,2",1
"civilisation,2",1
"sacred,6",1
receipt,1
frames,6
"tiriel,1",1
sponsor,1
entering,14
"amiss,2",1
"eighty,1",1
salads,1
disasters,6
"bickering,8",1
bouyant,1
"orgazmo,1",1
smash-hit,1
interned,1
"bed,26",1
"raids,2",1
"cloud,7",1
pair's,1
'smoothly',1
disaster_,1
seriously,64
"greene's,1",1
trauma,3
"connected,19",1
bowfinger's,3
internet,21
"rohmer's,8",1
"i-don't-know-when,1",1
merpeople,1
stravinsky,1
"'50s,6",1
ever-likeable,1
"dividing,3",1
disintegrated,2
hairdresser,2
"lhassa,1",1
raunchy,5
"dominoes,1",1
"how's,1",1
"farewell,1",1
complicated,38
"addendum,1",1
grandma,8
"looming,5",1
"pixie,1",1
"marijuana,5",1
"additionally,7",1
marla,4
"jackhammer,1",1
"wild,91",1
"interminably,1",1
"argento's,15",1
"justification,1",1
modest,7
only-children-has,1
"maddening,1",1
aboard,20
operatives,1
neglect,6
reassess,1
emotion,47
gunshot,2
"bigglesworth,1",1
tingles,1
saving,59
`no,2
spoken,26
cerebrally,1
westlake,2
"tad-too-long,1",1
one,2903
"escape,95",1
moral-christian,1
ony,1
"uncorks,1",1
periodical,1
b-grade,1
improvements,3
dostoyevski,1
tamara,5
"chronicle,4",1
affords,1
"ekberg,1",1
"fulcrum,1",1
"newton's,1",1
formulates,1
"maxwell,2",1
idealistic,8
stocks,2
"concluding,2",1
"jfk,8",1
"tuck,1",1
oversimplified,2
"afloat,2",1
"boyz'n'hood,1",1
lingering,6
"puritanical,1",1
abraham's,2
cherbourg,1
on-,2
shawn,5
"1969's,1",1
"camera's,1",1
on',1
`n',1
snatch,6
defecated,1
devito,17
anthesis,1
`clerks,1
absorbs,1
"slasher-movie,1",1
"signing,2",1
"brightened,1",1
"cheaper,3",1
rza,1
hoyle,3
gisbourne,1
"six-foot,1",1
namely,17
non-stop,14
"reid,9",1
so-so,4
rehab,3
spikes,1
"revived,4",1
huggan,1
"lusts,3",1
=20,8
opponent,6
wandering,13
disco's,1
dilemnas,1
bulow,12
illness,5
stylings,1
sumptuous,10
"long-haired,2",1
turned,98
locations,10
jewels,2
"ultra-modern,1",1
balsan,1
"naivety,1",1
"disturbances,1",1
turner,14
"eleven-year-old,1",1
politicos,1
"model-citizens,1",1
invite,2
"distressed,3",1
"delivery,25",1
zoe,6
"approval,1",1
fashionable,4
"ones',1",1
warriors,19
"efects,1",1
zoo,2
"leavins,1",1
goodman,27
portents,1
martineau,1
"next,228",1
_titus_andronicus_,1
"deeds,9",1
projects,21
pimple,5
"precipice,1",1
motivational,2
"gun-toting,4",1
opposite,41
"phoenix,17",1
squalor,3
spewing,3
"valentine_,10",1
buffet,1
"aren,1",1
"injured,6",1
printed,3
"disjointment,1",1
"powers',5",1
knowingly,3
"villain,69",1
"ciphers,1",1
"people-less,1",1
"fireball,2",1
captivatingly,1
boys,61
touchy,3
"lenient,1",1
phil,23
"brain-over-brawn,1",1
rin-tin-tin,1
"movie-making,4",1
tainsy,1
messier,1
"pre-conceptions,1",1
jittery,4
"sellars',1",1
slade's,4
"duffel,1",1
mercenaries,3
"blares,1",1
"owing,2",1
delroy,6
mc-ubiquitous,1
wynn,1
"wasteland,3",1
"troublemaker,2",1
"bit,321",1
imagines,4
"spielberg-inspired,2",1
friction,1
"autumnal,1",1
inconsistent,5
prince's,1
"donatelli,1",1
tourist's,1
aggressive,12
imagined,8
uneventful,1
zahn,7
"wax,3",1
"weitzman,2",1
"world-,1",1
"moorhouse,1",1
aimlessly,3
"goddess,1",1
inmate's,1
"sympathiser,1",1
"featured,18",1
"mcgann,2",1
"lots,62",1
"frighten,2",1
"fashionable,4",1
predict,16
guarded,3
rejoiced,1
revolutionized,1
off-handed,1
duane,7
"triple-crosses,1",1
"negotiable,1",1
com/hollywood/academy/8034/,1
simplistic,8
"toronto,12",1
"cassandra's,2",1
"kasa,2",1
awaiting,12
"enterprise,16",1
klein,13
"reactionary,1",1
"demonstrably,2",1
`groundhog,1
"lied,2",1
matsumoto,1
ultra-orthodox,1
pimp,2
"shearer,1",1
"associating,1",1
carrion,2
"no-nonsense,5",1
"pop-culture,1",1
could've,8
"siam's,1",1
recoiling,1
alien's,1
vision,49
"hoax,6",1
"nielsen,5",1
enthralled,4
"chess,4",1
underbids,1
audaciously,1
"c3po,2",1
"sigel,1",1
"lampoon,1",1
"witt,2",1
"sold,21",1
child-friendly,2
impressions,3
"+s,1",1
"concordia,1",1
intoxicating,2
alex's,6
defensively,1
retells,2
"cop-gone-bad,1",1
position,42
"tragic,36",1
"packer,3",1
"soundtracks,1",1
wrought,4
"redcoat,1",1
"develop,36",1
"lover,42",1
"donned,1",1
moons,1
"sneezing,1",1
enjoys,15
"contrived,29",1
"coach's,1",1
caan,8
grasshopper's,1
tsui,2
lyricized,1
"fantasy/allegory,1",1
"`pig-keeper',1",1
"names,37",1
planes,5
"howard's,5",1
"must've,1",1
hunk,3
awards,27
menacing,15
"vocalized,1",1
"accepts,15",1
"impalement,1",1
concentrated,3
busting,2
mile-high,1
forsyth's,1
rhodes,3
"weird,50",1
matheson,8
millionaire,24
"small,252",1
"13,27",1
"allan,3",1
s,141
"overcloud,1",1
workplace,1
"poisonous,2",1
unflattering,4
"fanatic,5",1
ashman's,2
honey-soaked,1
"moses's,2",1
can't,275
nyah's,2
jean-luc,3
loveliest,1
"stears,1",1
"obeidient,1",1
"nerd,5",1
"treasury,1",1
"match,46",1
"surf,4",1
"anything,280",1
"designs,8",1
"korshunov,1",1
"gwen,1",1
